query_name,mse_rank1_name,mse_rank1_score,mse_rank2_name,mse_rank2_score,mse_rank3_name,mse_rank3_score,mse_rank4_name,mse_rank4_score,mse_rank5_name,mse_rank5_score
1_png.rf.8199e7f82efa196a0732a582c5d2472e.jpg,92_png.rf.5436107fa80a186911267011f1bad05e.jpg,-704.84137,96_png.rf.99112aad2385b754f6a041d89282c4f9.jpg,-815.167847,90_png.rf.cc19908ab37dc78235324d2e16614622.jpg,-902.07666,189_png.rf.35e0d3792b1aa85a1a2e55167fd0d8c5.jpg,-1317.187744,190_png.rf.24ed612fdc752703c31861be4bc95545.jpg,-1586.746216
21_png.rf.14a3f0eb3df1717c54de3445f3988524.jpg,20_png.rf.52c78aebcebbb16b65b30edf6e6dc4a5.jpg,-503.489227,19_png.rf.9bdb39240f3b93c04a458babb9612353.jpg,-504.210663,18_png.rf.deca17bfe3ef6a0738238319d1dcdd71.jpg,-563.127808,34_png.rf.407889c8b2afe2a57c57461fa46b2d4f.jpg,-723.695007,31_png.rf.0f21d20a8cd7c12cbb1222cd2070b345.jpg,-1122.118896
26_png.rf.58fd63888dc80d24e902a96995a31656.jpg,25_png.rf.7e8991bbc403d6fbe9b9e6877ce5f38a.jpg,-33.42701,24_png.rf.76109e322271997766d83ebb01eba055.jpg,-91.556854,31_png.rf.0f21d20a8cd7c12cbb1222cd2070b345.jpg,-114.695976,40_png.rf.5bb1a2e7946b7a35cb9e87950cc508da.jpg,-118.59938,32_png.rf.1edd41098eb074d061f00c09470d90cf.jpg,-119.947968
27_png.rf.b66e7ecbfb20811de556a247f42c24ec.jpg,20_png.rf.52c78aebcebbb16b65b30edf6e6dc4a5.jpg,-607.272766,19_png.rf.9bdb39240f3b93c04a458babb9612353.jpg,-611.106934,18_png.rf.deca17bfe3ef6a0738238319d1dcdd71.jpg,-652.106201,34_png.rf.407889c8b2afe2a57c57461fa46b2d4f.jpg,-826.668762,31_png.rf.0f21d20a8cd7c12cbb1222cd2070b345.jpg,-1180.404907
38_png.rf.5f7178d32f8c80830acba72ceaa53c52.jpg,44_png.rf.fa470a214cd0390f0989f6f83d9bdb4b.jpg,-221.126587,51_png.rf.6cd3806d5bbf3bb4c08aa71f88200357.jpg,-252.887589,50_png.rf.383e95718229d46e0da9d8f13dff24d6.jpg,-268.974701,48_png.rf.6d53741dd87298c5fedafc4e15fab214.jpg,-275.268005,75_png.rf.fec3448d8e1f00fd7d681730877c8e37.jpg,-275.756256
49_png.rf.34dd21e67336cfaacfc62268433a9c2d.jpg,74_png.rf.d4457ce90ae63f42842e5cc1f35d9425.jpg,-31.400711,36_png.rf.0335463c111a76dc82384e5664c969ca.jpg,-42.246738,40_png.rf.5bb1a2e7946b7a35cb9e87950cc508da.jpg,-123.38549,31_png.rf.0f21d20a8cd7c12cbb1222cd2070b345.jpg,-126.229652,32_png.rf.1edd41098eb074d061f00c09470d90cf.jpg,-131.119186
52_png.rf.d9ef7051544ef241be7a8134959f3411.jpg,53_png.rf.855b0f59076e870a81b9fa99f43590a7.jpg,-44.003933,44_png.rf.fa470a214cd0390f0989f6f83d9bdb4b.jpg,-232.74408,56_png.rf.d816086571a6166985bd89660706de3c.jpg,-240.97258,51_png.rf.6cd3806d5bbf3bb4c08aa71f88200357.jpg,-269.250916,55_png.rf.68431d245b349b193d16154de0905524.jpg,-274.561554
58_png.rf.b94027c8488125d21180dde164fc71f6.jpg,44_png.rf.fa470a214cd0390f0989f6f83d9bdb4b.jpg,-175.473267,57_png.rf.03d3722260858e9a17b3a16291bd0103.jpg,-195.236221,51_png.rf.6cd3806d5bbf3bb4c08aa71f88200357.jpg,-215.84462,48_png.rf.6d53741dd87298c5fedafc4e15fab214.jpg,-237.572723,75_png.rf.fec3448d8e1f00fd7d681730877c8e37.jpg,-237.878983
94_png.rf.914de818a4ff0d086b7cb41abc8b95fd.jpg,2a_png.rf.d8a574394a3499846384d0e2f5162459.jpg,-819.679749,4a_png.rf.a6bb5c5706fd8628eb53d34a122cf441.jpg,-1112.695801,8a_png.rf.d4bd36f20fb980c22c7f33948a375e2a.jpg,-1698.350952,63_png.rf.f5b4c1c38fa5fd80098db299a9f5f331.jpg,-1923.633057,46_png.rf.e8ee7736ebfa4a3181665065498b2b12.jpg,-1931.515015
9_png.rf.3a4164e5647feea77eb3062be7e65aea.jpg,76_png.rf.c2154cf087f65699b7b490adbae0b965.jpg,-4999.091309,73_png.rf.16191fc07ebda5e8a83294c9c4fbd4bb.jpg,-5056.532227,72_png.rf.d71504fccb884a26e91b51ad8efcd509.jpg,-5088.821289,96_png.rf.99112aad2385b754f6a041d89282c4f9.jpg,-5362.537109,92_png.rf.5436107fa80a186911267011f1bad05e.jpg,-5486.939941
